Name,YC Page,Batch,Industry,Description,Website,Founding Year,Headquarters,Founders,Founders_LinkedIn,Founders_Twitter
Extend,https://www.ycombinator.com/companies/extend,Winter 2023,B2B,"Production-ready document processing. Founded in 2023 by Eli Badgio and Kushal Byatnal, Extend has 20 employees based in New York, NY, USA. Extend is hiring for 7 roles in engineering, marketing, and operations.",https://www.extend.ai,2023,"New York, NY, USA",Kushal Byatnal; Eli Badgio,https://www.linkedin.com/in/kushal-byatnal-92a33085/; https://www.linkedin.com/in/eli-badgio/,https://twitter.com/kushalbyatnal; https://twitter.com/ebadgio_
co.dev,https://www.ycombinator.com/companies/co-dev,Winter 2023,"B2B; Engineering, Product and Design","Turn your ideas into full-stack apps. Founded in 2023 by Andrew Kim and Uladzislau Radkevich, co.dev has 2 employees based in .",https://co.dev,2023,,Uladzislau Radkevich; Andrew Kim,https://www.linkedin.com/in/uladzislauradkevich/; https://linkedin.com/in/askim89,https://twitter.com/ulad_dev; 
DataSuite,https://www.ycombinator.com/companies/datasuite,Winter 2023,B2B; Legal,"Dataset Management for AI Trainers. Founded in 2022 by , DataSuite has 4 employees based in New York, NY, USA.",https://truthsuite.com,2022,"New York, NY, USA",Matthew Mirman; James Spoor,https://www.linkedin.com/in/matthewmirman/; https://linkedin.com/in/james-spoor,https://twitter.com/mmirman; https://twitter.com/Spoor2709
Bluedot,https://www.ycombinator.com/companies/bluedot,Winter 2023,Fintech,"Bluedot is a single payment platform for EV drivers and fleets. Founded in 2021 by Ferhat Babacan and Selinay Parlak, Bluedot has 15 employees based in San Francisco, CA, USA.",https://thebluedot.co,2021,"San Francisco, CA, USA",Selinay Parlak; Ferhat Babacan,https://www.linkedin.com/in/selinayfilizparlak/; https://www.linkedin.com/in/ferhatbabacan/,https://twitter.com/selinayfilizp; https://twitter.com/ferhaatbabacaan
Dream3D,https://www.ycombinator.com/companies/dream3d,Winter 2023,"B2B; Engineering, Product and Design","Generative AI Worlds. Founded in 2022 by Tony Francis, Dream3D has 3 employees based in New York, NY, USA. Dream3D is hiring for 2 roles in engineering.",https://dream3d.com,2022,"New York, NY, USA",Tony Francis,http://linkedin.com/in/tony-f,https://twitter.com/_tonyfrancis
No Cap,https://www.ycombinator.com/companies/no-cap,Winter 2023,Fintech,"AI startup investor, No Cap. Founded in 2023 by , No Cap has 5 employees based in San Francisco, CA, USA.",https://www.nocap.so,2023,"San Francisco, CA, USA",Slava Solonitsyn; Mika Melchanka; Dmitry Starodubtsev,https://www.linkedin.com/in/solonitsyn/; https://www.linkedin.com/in/mikamelchanka/; https://www.linkedin.com/in/dimastar/,https://twitter.com/solonitsyn; ; https://twitter.com/dmitry_star
Kivo Health,https://www.ycombinator.com/companies/kivo-health,Winter 2023,Healthcare; Healthcare Services,"AI-powered virtual care for chronic lung disease. Founded in 2021 by Vaughn Koch and Victor Sadauskas, Kivo Health has 25 employees based in San Francisco, CA, USA.",https://kivohealth.com,2021,"San Francisco, CA, USA",Victor Sadauskas,https://www.linkedin.com/in/victorsadauskas,
coil inc.,https://www.ycombinator.com/companies/coil-inc,Winter 2023,Consumer,"ai. Founded in 2022 by eleazar ., coil inc. has 1 employees based in 548 Market St, San Francisco, CA 94104, USA.",http://www.trycoil.com,2022,"548 Market St, San Francisco, CA 94104, USA",Founder,https://www.linkedin.com/in/eleazar-vega-gonzalez-a1071426/,
Haven,https://www.ycombinator.com/companies/haven-2,Winter 2023,B2B,"AI workforce for property management. Founded in 2022 by Juan Burgos and Satya Koppu, Haven has 3 employees based in . Haven is hiring for 1 roles in engineering.",https://www.usehaven.ai,2022,,Juan Burgos; Satya Koppu,; ,; 
Suger,https://www.ycombinator.com/companies/suger,Winter 2023,B2B; Sales,"Salesforce for Cloud marketplaces on AWS, Azure, GCP. Founded in 2022 by Jon Yoo and Chengjun Yuan, Suger has 50 employees based in San Francisco, CA, USA. Suger is hiring for 1 roles in engineering.",https://www.suger.io,2022,"San Francisco, CA, USA",Chengjun Yuan; Jon Yoo,https://www.linkedin.com/in/chengjunyuan/; https://www.linkedin.com/in/jongwoo-yoo-4861439a/,; 
Cobblestone,https://www.ycombinator.com/companies/cobblestone,Winter 2023,Real Estate and Construction,"Delinquency reduction and automation software for institutional…. Founded in 2023 by Jack Mastrangelo and Jason Scharff, Cobblestone has 3 employees based in New York, NY, USA.",https://getcobblestone.com,2023,"New York, NY, USA",Jack Mastrangelo; Jason Scharff,https://www.linkedin.com/in/jack-mastrangelo/; https://www.linkedin.com/in/jasonscharff/,; 
Frigade,https://www.ycombinator.com/companies/frigade,Winter 2023,"B2B; Engineering, Product and Design","AI-powered product assistance for modern software teams. Founded in 2022 by Eric Brownrout and Christian Mathiesen, Frigade has 4 employees based in San Francisco, CA, USA.",https://frigade.com,2022,"San Francisco, CA, USA",Eric Brownrout; Christian Mathiesen,https://www.linkedin.com/in/ericbrownrout/; https://www.linkedin.com/in/cmathies/,; 
Repacket,https://www.ycombinator.com/companies/repacket,Winter 2023,B2B; Security,"Employee security done for you. Founded in 2021 by Noah Stanford, Repacket has 4 employees based in Vancouver, BC, Canada.",https://repacket.com,2021,"Vancouver, BC, Canada",Noah Stanford,https://linkedin.com/in/pwned,https://twitter.com/0x4e53
PoloTab,https://www.ycombinator.com/companies/polotab,Winter 2023,B2B,"Restaurant software that actually works. Founded in 2022 by Juan Chomali, Aldo Piaggio, and Andres Richardson, PoloTab has 18 employees based in Mexico City, CDMX, Mexico. PoloTab is hiring for 1 roles in sales.",https://polotab.com,2022,"Mexico City, CDMX, Mexico",Andres Richardson; Juan Chomali; Aldo Piaggio; 🌯Founding Team,http://www.linkedin.com/in/andres-richardson-41411a167; https://www.linkedin.com/in/jchomali; https://www.linkedin.com/in/aldo-piaggio-59227418b; https://www.linkedin.com/in/aldo-piaggio-59227418b/,; ; ; 
Cloudchipr,https://www.ycombinator.com/companies/cloudchipr,Winter 2023,B2B,"The #1 Actionable FinOps Platform. Founded in 2022 by Ashot Ayvazyan and Suren Marashlyan, Cloudchipr has 25 employees based in Berlin, Germany.",https://cloudchipr.com,2022,"Berlin, Germany",Ashot Ayvazyan; Suren Marashlyan,https://www.linkedin.com/in/ashotayvazyan/; https://www.linkedin.com/in/surenmarashlyan,; 
Gooseworks,https://www.ycombinator.com/companies/gooseworks,Winter 2023,B2B; Marketing,"OpenClaw-style AI coworkers for GTM teams. Founded in 2022 by Himanshu Bamoria and Shiv Sakhuja, Gooseworks has 5 employees based in .",https://gooseworks.ai,2022,,Himanshu Bamoria; Shiv Sakhuja,https://www.linkedin.com/in/hbamoria/; https://www.linkedin.com/in/shivsakhuja/,https://www.twitter.com/0xhbam; https://twitter.com/shivsakhuja
Chart,https://www.ycombinator.com/companies/chart,Winter 2023,Fintech,"Realtime Access to Verified Tax Records. Founded in 2022 by Fatih Celikbas, Chart has 3 employees based in .",https://trychart.com,2022,,Fatih Celikbas,https://www.linkedin.com/in/fatih-celikbas,https://twitter.com/clkbsfth
Bujeti,https://www.ycombinator.com/companies/bujeti,Winter 2023,B2B; Finance and Accounting,"Financial OS for African businesses. Founded in 2021 by Achille AROUKO and Samy Chiba, Bujeti has 35 employees based in Lagos, Nigeria.",https://www.bujeti.com,2021,"Lagos, Nigeria",Achille AROUKO; Samy Chiba; Company Launches,https://linkedin.com/in/achille-arouko; https://www.linkedin.com/in/samychiba/; https://www.linkedin.com/in/achille-arouko,https://twitter.com/alekaizer; ; 
Alloy,https://www.ycombinator.com/companies/alloy,Winter 2023,B2B; Productivity,"AI Prototyping for Product Management. Founded in 2023 by Christian Iacullo and Simon Kubica, Alloy has 5 employees based in .",https://alloy.app,2023,,Simon Kubica; Christian Iacullo,https://www.linkedin.com/in/simonkubica; https://www.linkedin.com/in/christian-iacullo,https://twitter.com/simon_kubica; https://twitter.com/iaculch
Cosine,https://www.ycombinator.com/companies/cosine,Winter 2023,B2B,"Fully Agentic SWE. Founded in 2022 by Yang Li and Alistair Pullen, Cosine has 12 employees based in London, UK. Cosine is hiring for 5 roles in engineering and marketing.",http://www.cosine.sh,2022,"London, UK",Alistair Pullen; Yang Li,https://www.linkedin.com/in/alistair-pullen-616129226/; https://www.linkedin.com/in/yangli92/,https://twitter.com/AlistairPullen; https://twitter.com/yangli_
Flower,https://www.ycombinator.com/companies/flower,Winter 2023,B2B,"Train AI on distributed data. Founded in 2023 by Daniel J. Beutel, Nic Lane, and Taner Topal, Flower has 20 employees based in .",https://flower.ai,2023,,Daniel J. Beutel; Nic Lane; Taner Topal,https://www.linkedin.com/in/daniel-janes/; https://www.linkedin.com/in/niclane/; https://www.linkedin.com/in/taner-topal/,https://twitter.com/daniel_janes; https://twitter.com/niclane7; https://twitter.com/_tanertopal
Pirros,https://www.ycombinator.com/companies/pirros,Winter 2023,"B2B; Engineering, Product and Design","Github for Construction. Founded in 2022 by Ari Baranian and Peter Johann, Pirros has 44 employees based in Los Angeles, CA, USA. Pirros is hiring for 3 roles in design, engineering, and product.",http://pirros.com,2022,"Los Angeles, CA, USA",Ari Baranian; Peter Johann,https://www.linkedin.com/in/ari-baranian/; https://www.linkedin.com/in/peterjohann/,; 
LinkGrep,https://www.ycombinator.com/companies/linkgrep,Winter 2023,B2B; Productivity,"AI browser copilot for teams. Founded in 2023 by Divyagnan Kandala and TJ Kandala, LinkGrep has 2 employees based in San Francisco, CA, USA.",https://linkgrep.com,2023,"San Francisco, CA, USA",Divyagnan Kandala; TJ Kandala; Our Ask:,https://www.linkedin.com/in/divyagnan; https://www.linkedin.com/in/tjkandala/; https://www.linkedin.com/in/divyagnan/,; ; 
Scanbase,https://www.ycombinator.com/companies/scanbase,Winter 2023,Healthcare; Diagnostics,"The API for Diagnostic Test Analysis (COVID-19, FLU, RSV, STD,…. Founded in 2022 by Jeffrey Lange and Steve Roger, Scanbase has 10 employees based in Los Angeles, CA, USA.",https://www.scanbase.com,2022,"Los Angeles, CA, USA",Jeffrey Lange; Steve Roger,https://www.linkedin.com/in/langejeff/; https://www.linkedin.com/in/steveroger/,; 
Vooma,https://www.ycombinator.com/companies/vooma,Winter 2023,B2B; Supply Chain and Logistics,"Automation platform for logistics. Founded in 2022 by Jesse Buckingham and Mike Carter, Vooma has 3 employees based in San Francisco, CA, USA. Vooma is hiring for 10 roles in engineering, sales, operations, and marketing.",https://www.vooma.ai,2022,"San Francisco, CA, USA",Jesse Buckingham; Mike Carter,https://www.linkedin.com/in/jesse-buckingham-79649a26/; https://www.linkedin.com/in/mike-carter-connect/,https://twitter.com/jessebucks; https://twitter.com/thacarta2
Nango,https://www.ycombinator.com/companies/nango,Winter 2023,"B2B; Engineering, Product and Design","A single API for all your integrations. Founded in 2022 by Bastien Beurier and Robin Guldener, Nango has 6 employees based in San Francisco, CA, USA. Nango is hiring for 1 roles in sales.",https://nango.dev,2022,"San Francisco, CA, USA",Robin Guldener; Bastien Beurier,https://www.linkedin.com/in/rguldener/; https://www.linkedin.com/in/bastienbeurier/,https://twitter.com/rguldener; 
Palomma,https://www.ycombinator.com/companies/palomma,Winter 2023,Real Estate and Construction,"AI & financial services for real estate in LatAm, starting by rent. Founded in 2023 by Cipriano Echavarria, Nicolas Gomez del Campo, and Felipe Monsalve, Palomma has 8 employees based in Medellín, Medellin, Antioquia, Colombia.",http://www.palomma.com,2023,"Medellín, Medellin, Antioquia, Colombia",Cipriano Echavarria; Founder; Felipe Monsalve; TLDR,https://www.linkedin.com/in/cipriano-echavarria-3729a9105/; https://www.linkedin.com/in/ngomezdelcampo/; https://www.linkedin.com/in/felipemon/; https://www.linkedin.com/in/cipriano-echavarria-3729a9105/,https://twitter.com/ciprianoec11; ; ; 
Hammr,https://www.ycombinator.com/companies/hammr,Winter 2023,B2B; Human Resources,"Rippling for the Construction Industry. Founded in 2023 by Sanket Firodiya and Brek Goin, Hammr has 10 employees based in San Francisco, CA, USA. Hammr is hiring for 1 roles in sales.",https://www.hammr.com,2023,"San Francisco, CA, USA",Brek Goin; Sanket Firodiya,https://www.linkedin.com/in/brekgoin/; https://www.linkedin.com/in/sanketfirodiya/,; https://twitter.com/sanketfirodiya
Trackstar,https://www.ycombinator.com/companies/trackstar,Winter 2023,B2B; Supply Chain and Logistics,"Plaid for supply chain logistics. Founded in 2021 by Daniel Langer and Jeremy Schneck, Trackstar has 7 employees based in New York, NY, USA. Trackstar is hiring for 2 roles in engineering and support.",https://www.trackstarhq.com,2021,"New York, NY, USA",Jeremy Schneck; Daniel Langer; 🩺The Problem,https://www.linkedin.com/in/jeremy-schneck-a67b5479/; https://www.linkedin.com/in/daniel-langer-84846548/; https://www.linkedin.com/in/daniel-langer-84846548/,https://twitter.com/jpschneck; https://twitter.com/DanielLanger92; 
FlexDesk,https://www.ycombinator.com/companies/flexdesk,Winter 2023,B2B; Office Management,"AI Agents for corporate real estate teams. Founded in 2022 by Clark Jacobs and Dhanvi Reddy, FlexDesk has 8 employees based in New York, NY, USA. FlexDesk is hiring for 1 roles in sales.",https://www.flexdesk.com,2022,"New York, NY, USA",Clark Jacobs; Dhanvi Reddy; 🥴 Problem,https://www.linkedin.com/in/clark-jacobs-19a86665/; https://www.linkedin.com/in/dhanvi/; https://www.linkedin.com/in/clark-jacobs-19a86665/,; https://twitter.com/dhanvi; 
Mulligan,https://www.ycombinator.com/companies/mulligan,Winter 2023,B2B,"AI automation for insurance brokerages. Founded in 2022 by Emily Dorsey and Aman Raghuvanshi, Mulligan has 4 employees based in San Francisco, CA, USA.",https://usemulligan.com,2022,"San Francisco, CA, USA",Aman Raghuvanshi; Emily Dorsey,https://www.linkedin.com/in/aman-r-b727976a/; https://www.linkedin.com/in/emdors/,https://twitter.com/araghuvanshi2; 
Backdrop,https://www.ycombinator.com/companies/backdrop,Winter 2023,B2B,"Building what’s next with AI. Founded in 2023 by Caitlin Short and Akanksha Singh, Backdrop has 2 employees based in .",https://www.joinbackdrop.com,2023,,Akanksha Singh; Caitlin Short,https://www.linkedin.com/in/akanksha-singh/; https://www.linkedin.com/in/caitlin-short/,; 
Latent,https://www.ycombinator.com/companies/latent,Winter 2023,Healthcare; Healthcare IT,"Medical language models to automate healthcare operations. Founded in 2022 by Rishabh Jain and Sri Somasundaram, Latent has 50 employees based in San Francisco, CA, USA. Latent is hiring for 2 roles in engineering and design.",https://latenthealth.com,2022,"San Francisco, CA, USA",Rishabh Jain; Sri Somasundaram,https://linkedin.com/in/rj254; https://www.linkedin.com/in/ssomasundaram/,; 
Concourse,https://www.ycombinator.com/companies/concourse,Winter 2023,B2B; Finance and Accounting,"AI Agents for corporate finance teams. Founded in 2023 by Matthieu Hafemeister and Ted Michaels, Concourse has 7 employees based in New York, NY, USA. Concourse is hiring for 3 roles in engineering and product.",https://concourse.co,2023,"New York, NY, USA",Matthieu Hafemeister; Ted Michaels,https://www.linkedin.com/in/matthafemeister/; https://www.linkedin.com/in/ted-michaels/,https://twitter.com/matt_haf; 
Novelcare,https://www.ycombinator.com/companies/novelcare,Winter 2023,Healthcare; Drug Discovery and Delivery,"Empowering every doctor and every patient to participate in research. Founded in 2022 by Ethan Bond and Jason Marmon, Novelcare has 5 employees based in New York, NY, USA.",https://www.novel.care,2022,"New York, NY, USA",Ethan Bond; Jason Marmon,https://www.linkedin.com/in/ethanbond/; https://www.linkedin.com/in/jtmarmon/,; 
Pigeon,https://www.ycombinator.com/companies/pigeon,Winter 2023,B2B,"AI-powered document automation: collect, review, extract, and sync. Founded in 2022 by Adam Bulow, Pigeon has 5 employees based in .",https://www.pigeondocuments.com,2022,,Adam Bulow; 🥳 Our Solution,https://www.linkedin.com/in/adam-bulow/; https://www.linkedin.com/in/adam-bulow/,; 
Depot,https://www.ycombinator.com/companies/depot,Winter 2023,"B2B; Engineering, Product and Design","Build faster. Waste less time. Founded in 2022 by Kyle Galbraith and Jacob Gillespie, Depot has 8 employees based in .",https://depot.dev,2022,,Kyle Galbraith; Jacob Gillespie,https://www.linkedin.com/in/kylegalbraith459; https://www.linkedin.com/in/jacobwgillespie/,https://twitter.com/kylegalbraith; https://twitter.com/jacobwgillespie
Rollstack,https://www.ycombinator.com/companies/rollstack-2,Winter 2023,B2B; Analytics,"Automate data-driven slide decks and documents with AI. Founded in 2023 by Saad Bahir, Nabil Jallouli, and Younes Jallouli, Rollstack has 30 employees based in New York, NY, USA. Rollstack is hiring for 5 roles in operations, engineering, marketing, and sales.",https://www.rollstack.com,2023,"New York, NY, USA",Nabil Jallouli; Younes Jallouli,https://www.linkedin.com/in/nabiljallouli/; https://www.linkedin.com/in/younesjallouli/,https://twitter.com/nabs_jallouli; 
Magic Patterns,https://www.ycombinator.com/companies/magic-patterns,Winter 2023,"B2B; Engineering, Product and Design","Go from idea to production with AI. Founded in 2023 by Alex Danilowicz and Teddy Ni, Magic Patterns has 5 employees based in San Francisco, CA, USA. Magic Patterns is hiring for 5 roles in operations, support, and sales.",https://www.magicpatterns.com,2023,"San Francisco, CA, USA",Alex Danilowicz; Teddy Ni; DEMO VIDEO,https://www.linkedin.com/in/alexanderdanilowicz/; https://www.linkedin.com/in/teddy-ni/; https://www.linkedin.com/in/alexanderdanilowicz/,https://twitter.com/alexdanilo99; https://twitter.com/Teddarific; 
Credal.ai,https://www.ycombinator.com/companies/credal-ai,Winter 2023,B2B; Productivity,"Connect AI to every tool. Enterprise security built in. Founded in 2022 by Jack Fischer and Ravin Thambapillai, Credal.ai has 14 employees based in New York, NY, USA. Credal.ai is hiring for 6 roles in operations and engineering.",https://credal.ai,2022,"New York, NY, USA",Ravin Thambapillai; Jack Fischer,https://www.linkedin.com/in/ravin-thambapillai-77aa0a11/; https://www.linkedin.com/in/jackfischer11/,https://twitter.com/ravin_tham; 
DrDroid,https://www.ycombinator.com/companies/drdroid,Winter 2023,"B2B; Engineering, Product and Design","Your best friend in production. Founded in 2022 by Siddarth Jain and Dipesh Mittal, DrDroid has 8 employees based in Bengaluru, Karnataka, India. DrDroid is hiring for 1 roles in marketing.",https://drdroid.io,2022,"Bengaluru, Karnataka, India",Siddarth Jain; Dipesh Mittal,https://www.linkedin.com/in/siddarth-jain227; https://www.linkedin.com/in/dipesh-mittal/,https://twitter.com/TheBengaluruGuy; https://twitter.com/dipmetal
Syncly,https://www.ycombinator.com/companies/syncly,Winter 2023,B2B; Marketing,"Social listening for the video era. Founded in 2022 by Jongsoo Keum, Joseph Lee, and Kwan Yoon, Syncly has 15 employees based in San Francisco, CA, USA.",https://syncly.app,2022,"San Francisco, CA, USA",Joseph Lee; Jongsoo Keum; Kwan Yoon,http://www.linkedin.com/in/josephdhlee; https://www.linkedin.com/in/jongsookeum/; https://www.ycombinator.com/companies/www.linkedin.com/in/kwanwoo-yoon-7b2828219,; ; 
Trigger.dev,https://www.ycombinator.com/companies/trigger-dev,Winter 2023,"B2B; Engineering, Product and Design","Build and deploy fully‑managed AI agents and workflows. Founded in 2022 by Matt Aitken, Eric Allam, Dan Patel, and James Ritchie, Trigger.dev has 9 employees based in London, UK. Trigger.dev is hiring for 1 roles in support.",https://trigger.dev,2022,"London, UK",Matt Aitken; Eric Allam; Dan Patel; James Ritchie,https://www.linkedin.com/in/mattaitken1985/; https://www.linkedin.com/in/eric-allam/; https://www.linkedin.com/in/danielkpatel/; https://www.linkedin.com/in/jamesritchiecv/,https://twitter.com/mattaitken; https://twitter.com/maverickdotdev; https://twitter.com/DKP__; https://twitter.com/samejr
rift,https://www.ycombinator.com/companies/rift,Winter 2023,B2B; Sales,"The sales platform built to help you focus. Founded in 2022 by Edvard Eriksson and Fil Twarowski, rift has 8 employees based in San Francisco, CA, USA.",https://rift.com,2022,"San Francisco, CA, USA",Fil Twarowski; Edvard Eriksson,https://www.linkedin.com/in/filip-twarowski-00996a54/; https://www.linkedin.com/in/edvarderiksson/,https://twitter.com/FilipTwarowski; 
Matano,https://www.ycombinator.com/companies/matano,Winter 2023,B2B; Security,"Cloud Native SIEM (alternative to Splunk/Elastic). Founded in 2022 by Samrose Ahmed and Shaeq Ahmed, Matano has 2 employees based in Seattle, WA, USA.",https://www.matano.dev,2022,"Seattle, WA, USA",Samrose Ahmed; Shaeq Ahmed,https://www.linkedin.com/in/samrosea; https://www.linkedin.com/in/shaeq-ahmed,https://twitter.com/AhmedSamrose; 
Linum,https://www.ycombinator.com/companies/linum,Winter 2023,Consumer,"type text, dream video. Founded in 2022 by Sahil Chopra and Manu Chopra, Linum has 2 employees based in San Francisco, CA, USA.",https://www.linum.ai,2022,"San Francisco, CA, USA",Sahil Chopra; Manu Chopra,https://www.linkedin.com/in/schopra8/; https://www.linkedin.com/in/manu-chopra-50360b170/,https://twitter.com/schopra909; 
OneText,https://www.ycombinator.com/companies/onetext,Winter 2023,Fintech; Payments,"Frictionless payments via SMS. Founded in 2021 by Daniel Brain and Jonathan Fudem, OneText has 6 employees based in San Jose, CA, USA.",https://onetext.com,2021,"San Jose, CA, USA",Jonathan Fudem; Daniel Brain,http://linkedin.com/in/jonathanfudem/; https://www.linkedin.com/in/bluepnume/,http://twitter.com/jfudem; https://twitter.com/bluepnume
Reflex,https://www.ycombinator.com/companies/reflex,Winter 2023,B2B; Infrastructure,"The operating system for building mission-critical enterprise apps. Founded in 2023 by Alek Petuskey and Nikhil Rao, Reflex has 10 employees based in San Francisco, CA, USA. Reflex is hiring for 3 roles in marketing and engineering.",https://reflex.dev,2023,"San Francisco, CA, USA",Nikhil Rao; Alek Petuskey; Previous Launches,https://www.linkedin.com/in/nrao95/; https://www.linkedin.com/in/aleksanderpetuskey/; https://www.linkedin.com/in/nrao95/,; ; 
Miracle,https://www.ycombinator.com/companies/miracle,Winter 2023,Healthcare; Drug Discovery and Delivery,"Accelerate clinical trials with real-time, actionable insights. Founded in 2022 by Jin Kim, Miracle has 7 employees based in San Francisco, CA, USA.",http://www.miracleml.com,2022,"San Francisco, CA, USA",Jin Kim,https://www.linkedin.com/in/jinkimx10/,
Finvest,https://www.ycombinator.com/companies/finvest,Winter 2023,Fintech; Consumer Finance,"Easy way to buy US Treasury Bills. Founded in 2023 by Shivam Bharuka, Finvest has 5 employees based in San Francisco, CA, USA. Finvest is hiring for 1 roles in operations.",https://www.getfinvest.com,2023,"San Francisco, CA, USA",Shivam Bharuka,https://www.linkedin.com/in/shivambharuka/,https://twitter.com/shivambharuka
Laminate:,https://www.ycombinator.com/companies/laminate,Winter 2023,Fintech,". Founded in 2023 by Khurram Aslam, Laminate has  employees based in .",https://www.uselaminate.com,2023,,Khurram Aslam,https://www.linkedin.com/in/khurramaslam/,https://twitter.com/_khurramaslam
Designbase,https://www.ycombinator.com/companies/designbase,Winter 2023,"B2B; Engineering, Product and Design","Design and build great interfaces. Founded in 2021 by Alexandru Antihi and Ryan Xie, Designbase has 3 employees based in . Designbase is hiring for 2 roles in engineering.",https://www.designbase.com,2021,,Alexandru Antihi; Ryan Xie,https://www.linkedin.com/in/alexandruantihi/; https://www.linkedin.com/in/ryan-xie-0208b46/,; 
StackAI,https://www.ycombinator.com/companies/stackai,Winter 2023,B2B,"The Enterprise AI Transformation Platform. Founded in 2023 by Bernard Aceituno and Toni Rosinol, StackAI has 55 employees based in San Francisco, CA, USA. StackAI is hiring for 13 roles in engineering, product, marketing, operations, and sales.",https://www.stack-ai.com,2023,"San Francisco, CA, USA",Toni Rosinol; Bernard Aceituno,https://www.linkedin.com/in/rosinol/; https://www.linkedin.com/in/baceituno/,https://twitter.com/RosinolToni; https://twitter.com/bernaceituno
Middleware,https://www.ycombinator.com/companies/middleware,Winter 2023,B2B; Infrastructure,"AI-based full stack observability platform. Founded in 2022 by Laduram Vishnoi, Middleware has 40 employees based in 133 Kearny St, San Francisco, CA 94108, USA. Middleware is hiring for 2 roles in sales and engineering.",https://www.middleware.io,2022,"133 Kearny St, San Francisco, CA 94108, USA",Laduram Vishnoi; Why Ops AI?,https://www.linkedin.com/in/laduramvishnoi/; https://www.linkedin.com/in/laduramvishnoi/,https://twitter.com/laduramvishnoi; 
Infisical,https://www.ycombinator.com/companies/infisical,Winter 2023,B2B; Security,"Unified platform for secrets, certs, and privileged access management. Founded in 2022 by Tony Dang, Maidul Islam, and Vlad Matsiiako, Infisical has 50 employees based in San Francisco, CA, USA. Infisical is hiring for 12 roles in engineering, recruiting & hr, operations, and sales.",https://infisical.com,2022,"San Francisco, CA, USA",Vlad Matsiiako; Tony Dang; Maidul Islam,https://www.linkedin.com/in/vmatsiiako/; https://www.linkedin.com/in/tuan-d-a104a6125/; https://www.linkedin.com/in/maidul98/,https://twitter.com/matsiiako; https://twitter.com/dangtony98; 
Avoca,https://www.ycombinator.com/companies/avoca,Winter 2023,B2B,"AI-powered Sales Agent for Service-Based Industries. Founded in 2022 by Tyson Chen and Apurva Shrivastava, Avoca has 85 employees based in . Avoca is hiring for 1 roles in engineering.",https://www.avoca.ai,2022,,Apurva Shrivastava; Tyson Chen; ❌ The Problem,https://www.linkedin.com/in/apurva-shrivastava-138b19a0/; https://www.linkedin.com/in/tysonchen17/; https://www.linkedin.com/in/apurva-shrivastava-138b19a0/,https://twitter.com/apurvas96; ; 
Rubbrband,https://www.ycombinator.com/companies/rubbrband,Winter 2023,Consumer; Content,"The AI content studio. Founded in 2022 by Abhinav Gopal, Darren Hsu, and Jeremy Lee, Rubbrband has 3 employees based in . Rubbrband is hiring for 1 roles in design.",https://rubbrband.com,2022,,Jeremy Lee; Abhinav Gopal; Darren Hsu,https://linkedin.com/in/jeremy-l-a90742b8; https://www.linkedin.com/in/abhinav-gopal/; https://www.linkedin.com/in/darren-h/,https://twitter.com/jrmyjlee; https://twitter.com/readysetgopal; https://twitter.com/darren_hsu_
zudo.work,https://www.ycombinator.com/companies/zudowork,Winter 2023,B2B; Operations,"AI Workers for Warranty. Founded in 2025 by Akash Gupta, zudo.work has 3 employees based in San Francisco, CA, USA. zudo.work is hiring for 3 roles in engineering and marketing.",https://zudo.work,2025,"San Francisco, CA, USA",Akash Gupta,https://www.linkedin.com/in/akash-gupta-86580677/,
Sameday,https://www.ycombinator.com/companies/sameday,Winter 2023,B2B; Sales,"The leading AI workforce for the trades. Founded in 2021 by Aaron Cooper, Sameday has 7 employees based in Lehi, UT, USA. Sameday is hiring for 9 roles in engineering and sales.",https://www.gosameday.com,2021,"Lehi, UT, USA",Aaron Cooper,https://www.linkedin.com/in/aarongcooper/,
Chima,https://www.ycombinator.com/companies/chima,Winter 2023,B2B,"Building infrastructure tools to help large companies customize their…. Founded in 2022 by Nikhara Nirghin, Chima has 7 employees based in San Francisco, CA, USA. Chima is hiring for 5 roles in engineering and sales.",https://www.withchima.com,2022,"San Francisco, CA, USA",Nikhara Nirghin,https://www.linkedin.com/in/nikharanirghin/,https://twitter.com/nikharanirghin
Alphawatch AI,https://www.ycombinator.com/companies/alphawatch-ai,Winter 2023,Fintech,"Secure Document Agent. Founded in 2023 by Jackson Chen, Alphawatch AI has 10 employees based in New York, NY, USA. Alphawatch AI is hiring for 1 roles in engineering.",https://alphawatch.ai,2023,"New York, NY, USA",Jackson Chen,https://www.linkedin.com/in/jchen8630/,
Unify,https://www.ycombinator.com/companies/unify,Winter 2023,B2B; Infrastructure,"Hire AI — Not APIs ✨. Founded in 2022 by Daniel Lenton, Unify has 10 employees based in London, UK.",https://unify.ai,2022,"London, UK",Daniel Lenton,https://www.linkedin.com/in/daniellenton,https://twitter.com/DanielLenton1
highlight.io,https://www.ycombinator.com/companies/highlight-io,Winter 2023,"B2B; Engineering, Product and Design","The open source, fullstack monitoring platform: stop guessing why…. Founded in 2023 by Jay Khatri and Vadim Korolik, highlight.io has 8 employees based in Seattle, WA, USA.",https://www.highlight.io,2023,"Seattle, WA, USA",Jay Khatri; Vadim Korolik,https://linkedin.com/in/jay-khatri; https://www.linkedin.com/in/vkorolik/,https://twitter.com/theJayKhatri; https://twitter.com/vkorolik
